,day,session,time_real,time_inapp,time_sess,id,variant,player_level,player_xp,anim_total,anim_socketed,anim_earned,anim_ids,anim_sets_unlck,anim_sets_max,anim_sets_cmplt,anim_sets_max_cmplt,egg_id,egg_prog,egg_goal,soft_earned,soft_spent,soft_bal,secondary_earned,secondary_spent,secondary_bal,premium_earned,premium_spent,premium_bal,candy_count,a,actions,actions_buy,actions_merge,actions_feed,actions_eggs,actions_level,actions_crate,actions_spin_1,actions_spin_2,actions_swap,actions_donate,as_1,as_2,as_3,as_4,as_5,as_6,as_7,as_8,as_9,as_10,as_11,as_12,as_13,as_14,as_15,as_16,as_17,as_18,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_13,a_14,a_15,a_16,a_17,a_18,a_19,a_20,a_21,a_22,a_23,a_24,a_25,a_26,a_27,a_28,a_29,a_30,a_31,a_32,a_33,a_34,a_35,a_36,a_37,a_38,a_39,a_40,a_41,a_42,a_43,a_44,a_45,a_46,a_47,a_48,a_49,a_50,a_52,a_53,a_54,a_55,a_57,a_58,a_59,a_60,a_61,a_63,a_64,a_65,a_66,a_67,a_73,a_85,a_87
10,1,1,11,11,11,0,Control,1,5,1,1,0,,1,1,0,0,0,0,0,1,1,6,0,0,1,0,0,0,2,[],1,"1,",,,,0,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,3,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,1,12,12,12,0,Control,1,5,1,1,0,,1,1,0,0,0,0,0,1,0,7,0,0,1,0,0,0,1,['BUY_CANDY'],1,,"2,",,,0,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,3,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,1,13,13,13,0,Control,1,6,1,1,0,,1,1,0,0,0,0,0,1,1,7,0,0,1,0,0,0,2,[],1,"1,",,,,0,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,3,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,1,14,14,14,0,Control,1,6,1,1,0,,1,1,0,0,0,0,0,1,0,8,0,0,1,0,0,0,2,[],0,,,,,0,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,3,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,1,15,15,15,0,Control,1,7,1,1,0,,1,1,0,0,0,0,0,1,1,8,0,0,1,0,0,0,3,[],1,"1,",,,,0,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,3,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,1,16,16,16,0,Control,1,7,1,1,0,,1,1,0,0,0,0,0,1,0,9,0,0,1,0,0,0,2,['BUY_CANDY'],1,,"2,",,,0,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,3,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,1,17,17,17,0,Control,1,7,1,1,0,,1,1,0,0,0,0,0,1,0,10,0,0,1,0,0,0,2,['BUY_CANDY'],0,,,,,0,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,3,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,1,18,18,18,0,Control,1,7,1,1,0,,1,1,0,0,0,0,0,1,0,11,0,0,1,0,0,0,1,[],1,,"3,",,,0,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,3,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,1,19,19,19,0,Control,1,7,1,1,0,,1,1,0,0,0,0,0,1,0,12,0,0,1,0,0,0,0,['BUY_CANDY'],1,,,"(1, 3),",,0,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,1,20,20,20,0,Control,2,8,2,2,1,"22,",2,2,0,0,0,0,0,7,1,18,1,0,2,0,0,0,1,[],1,"1,",,,"(0,1),",1,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,1,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,1,21,21,21,0,Control,2,8,2,2,0,,2,2,0,0,0,0,0,2,0,20,0,0,2,0,0,0,1,[],0,,,,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,1,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,1,22,22,22,0,Control,2,8,2,2,0,,2,2,0,0,1,1,8,2,0,22,0,0,2,0,0,0,0,['BUY_CANDY'],1,,,"(2, 1),",,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,2,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,1,23,23,23,0,Control,2,9,2,2,0,,2,2,0,0,1,1,8,2,1,23,0,0,2,0,0,0,1,[],1,"1,",,,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,2,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,1,24,24,24,0,Control,2,10,2,2,0,,2,2,0,0,1,1,8,2,1,24,0,0,2,0,0,0,2,[],1,"1,",,,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,2,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,1,25,25,25,0,Control,2,10,2,2,0,,2,2,0,0,1,1,8,2,0,26,0,0,2,0,0,0,2,[],0,,,,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,2,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,1,26,26,26,0,Control,2,10,2,2,0,,2,2,0,0,1,1,8,2,0,28,0,0,2,0,0,0,1,['BUY_CANDY'],1,,"2,",,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,2,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,1,27,27,27,0,Control,2,10,2,2,0,,2,2,0,0,1,3,8,2,0,30,0,0,2,0,0,0,0,[],1,,,"(2, 2),",,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,3,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,1,28,28,28,0,Control,2,11,2,2,0,,2,2,0,0,1,3,8,2,1,31,0,0,2,0,0,0,1,[],1,"1,",,,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,3,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1,1,29,29,29,0,Control,2,12,2,2,0,,2,2,0,0,1,3,8,2,1,32,0,0,2,0,0,0,2,[],1,"1,",,,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,3,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,1,30,30,30,0,Control,2,12,2,2,0,,2,2,0,0,1,3,8,2,0,34,0,0,2,0,0,0,2,[],0,,,,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,3,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,1,31,31,31,0,Control,2,12,2,2,0,,2,2,0,0,1,3,8,2,0,36,0,0,2,0,0,0,1,['BUY_CANDY'],1,,"2,",,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,3,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,1,32,32,32,0,Control,2,13,2,2,0,,2,2,0,0,1,3,8,2,1,37,0,0,2,0,0,0,2,[],1,"1,",,,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,3,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,1,33,33,33,0,Control,2,13,2,2,0,,2,2,0,0,1,3,8,2,0,39,0,0,2,0,0,0,2,[],0,,,,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,3,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,1,34,34,34,0,Control,2,14,2,2,0,,2,2,0,0,1,3,8,2,1,40,0,0,2,0,0,0,3,[],1,"1,",,,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,3,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,1,35,35,35,0,Control,2,14,2,2,0,,2,2,0,0,1,3,8,2,0,42,0,0,2,0,0,0,3,[],0,,,,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,3,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,1,36,36,36,0,Control,2,14,2,2,0,,2,2,0,0,1,3,8,2,0,44,0,0,2,0,0,0,2,['BUY_CANDY'],1,,"2,",,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,3,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,1,37,37,37,0,Control,2,14,2,2,0,,2,2,0,0,1,3,8,2,0,46,0,0,2,0,0,0,1,[],1,,"3,",,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,3,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,1,38,38,38,0,Control,2,14,2,2,0,,2,2,0,0,1,7,8,2,0,48,0,0,2,0,0,0,0,['BUY_CANDY'],1,,,"(2, 3),",,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,1,39,39,39,0,Control,2,14,2,2,0,,2,2,0,0,1,7,8,2,0,50,0,0,2,0,0,0,0,['BUY_CANDY'],0,,,,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,1,40,40,40,0,Control,2,15,2,2,0,,2,2,0,0,1,7,8,2,1,51,0,0,2,0,0,0,1,[],1,"1,",,,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,1,41,41,41,0,Control,2,16,2,2,0,,2,2,0,0,1,7,8,2,1,52,0,0,2,0,0,0,2,[],1,"1,",,,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,1,42,42,42,0,Control,2,16,2,2,0,,2,2,0,0,1,7,8,2,0,54,0,0,2,0,0,0,2,[],0,,,,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,1,43,43,43,0,Control,2,16,2,2,0,,2,2,0,0,1,7,8,2,0,56,0,0,2,0,0,0,1,['BUY_CANDY'],1,,"2,",,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,1,44,44,44,0,Control,2,17,2,2,0,,2,2,0,0,1,7,8,2,1,57,0,0,2,0,0,0,2,[],1,"1,",,,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,1,45,45,45,0,Control,2,18,2,2,0,,2,2,0,0,1,7,8,2,1,58,0,0,2,0,0,0,3,[],1,"1,",,,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,1,46,46,46,0,Control,2,18,2,2,0,,2,2,0,0,1,7,8,2,0,60,0,0,2,0,0,0,2,['BUY_CANDY'],1,,"2,",,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,1,47,47,47,0,Control,2,18,2,2,0,,2,2,0,0,1,7,8,2,0,62,0,0,2,0,0,0,2,['BUY_CANDY'],0,,,,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1,1,48,48,48,0,Control,2,18,2,2,0,,2,2,0,0,1,7,8,2,0,64,0,0,2,0,0,0,1,[],1,,"3,",,,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,"(2,4,S),",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
